Geneid	Start	End	gene_name	4GC00A11	4GC00A12	4GC00A13	4GC02A11	4GC02A12	4GC02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M_plus	Log2fold	Obs_log(1/p)	GalNAc_gene	YmN
gene-b3967	4165428	4166285	murI	127.9437668	104.4876985	133.6722857	128.9345003	117.3344881	112.4205814	970.0956776	-0.029743496	0.104434471	-0.284805351	0.775793272	1	122.0345837	119.5631899	-0.029516761	0.086100904	FALSE	FALSE
gene-b0624	657555	657938	crcB	64.4359351	52.40403917	66.20669286	68.18844511	52.30309162	56.32056874	335.7094043	-0.050546001	0.177555207	-0.284677662	0.775891106	1	61.01555571	58.93736849	-0.049994453	0.117320879	FALSE	FALSE
gene-b2017	2089462	2089713	yefM	1311.617044	2699.248827	2262.008871	2150.709235	2266.467304	2238.23304	3949.756093	0.085574735	0.301262818	0.284053423	0.77636944	1	2090.958247	2218.46986	0.085400699	0.112433453	FALSE	TRUE
gene-b2276	2390048	2391505	nuoN	100.9381542	93.39001288	116.0844219	112.0510145	99.09606331	89.07457192	1084.180773	-0.047934036	0.168804333	-0.28396212	0.77643941	1	103.470863	100.0738832	-0.048159051	0.132737481	FALSE	FALSE
gene-b2536	2666707	2667846	hcaT	86.17104157	83.29153808	67.02889307	79.45645258	79.94114636	70.38292548	603.4684621	-0.043833493	0.154442284	-0.283817957	0.776549893	1	78.83049091	76.59350814	-0.04153164	0.121492694	FALSE	FALSE
gene-b1807	1890572	1891267	tsaB	19.63256489	14.02346371	18.67434034	16.38052732	12.62488419	25.63556922	252.8902573	0.066896869	0.235714889	0.283804172	0.776560457	1	17.44345631	18.21366024	0.062334948	0.063196521	FALSE	TRUE
gene-b0899	947229	948659	ycaM	34.45293216	27.78777808	31.53991842	25.2143966	22.80721815	50.02494457	425.0746638	0.065854528	0.232420807	0.283341791	0.776914845	1	31.26020955	32.68218644	0.064177054	0.055052341	FALSE	TRUE
gene-b1191	1240335	1242071	cvrA	23.38715661	25.45925914	25.16139553	25.1722093	21.24643722	24.77715936	679.2246308	-0.054738496	0.193233636	-0.283276232	0.776965095	1	24.66927043	23.73193529	-0.055885295	0.266508898	FALSE	FALSE
gene-b3707	3888435	3888509	tnaC	833.3970735	1259.604824	881.7243699	678.2042326	738.101229	1286.091451	685.9247851	-0.138135156	0.488283957	-0.282899232	0.777254083	1	991.5754225	900.7989709	-0.138517334	0.142807632	FALSE	FALSE
gene-b4032	4242626	4243516	malG	103.3099188	153.6314548	133.8510826	128.0962449	138.0660735	110.5627757	503.3516369	-0.052158887	0.184824402	-0.282207793	0.777784183	1	130.2641521	125.5750314	-0.052890482	0.100841896	FALSE	FALSE
gene-b3741	3923744	3925633	mnmG	30.23802422	24.80089267	35.5180546	27.6420327	30.41881392	35.30137489	793.2483954	0.046604888	0.165314087	0.281917218	0.778006986	1	30.18565716	31.1207405	0.044013179	0.086919526	FALSE	TRUE
gene-b0383	401747	403162	phoA	19.95183015	14.80694662	16.03788104	14.77572989	18.52770534	16.0370433	309.9010139	-0.048407889	0.17193471	-0.281548089	0.77829005	1	16.93221927	16.44682618	-0.04196187	0.090853213	FALSE	FALSE
gene-b0176	196546	197898	rseP	63.18845779	62.25280073	63.86614384	63.33649568	55.7590387	66.17604387	1341.905633	-0.030058993	0.106820171	-0.281398094	0.77840508	1	63.10246745	61.75719275	-0.031089244	0.160665937	FALSE	FALSE
gene-b3235	3382200	3383267	degS	33.10945919	36.10424282	36.24191646	34.6056084	31.73446009	41.31018794	430.5368217	0.035328077	0.125548843	0.281389109	0.77841197	1	35.15187282	35.88341881	0.029715795	0.086050369	FALSE	TRUE
gene-b2705	2827737	2828516	srlD	46.04469117	44.64602066	45.59506731	52.20168047	54.87801306	34.52017628	219.4293134	0.052581821	0.186934198	0.281285189	0.778491669	1	45.42859305	47.1999566	0.055184908	0.099267853	FALSE	TRUE
gene-b1761	1842371	1843714	gdhA	40.46137076	23.40026385	24.86736136	28.71092426	27.4591231	29.76944347	395.5925655	-0.052470156	0.187087733	-0.280457489	0.779126536	1	29.57633199	28.64649694	-0.046084414	0.058515447	FALSE	FALSE
gene-b3227	3374869	3376236	dcuD	21.25930302	33.73589159	34.03647841	26.46716782	33.21705117	32.32998261	551.165653	0.053157481	0.18968035	0.280247697	0.779287475	1	29.67722434	30.67140053	0.04753788	0.074056655	FALSE	TRUE
gene-b0130	145081	146310	yadE	60.34975385	77.00110373	97.07653864	87.69882318	74.90823269	79.03561568	1055.589493	0.046621925	0.166721832	0.27963899	0.77975449	1	78.14246541	80.54755718	0.043734063	0.074998463	FALSE	TRUE
gene-b0584	610254	612494	fepA	8.157327515	8.119225557	8.349155618	7.603136325	10.08252369	7.817023516	258.9443409	0.049494957	0.177157639	0.2793837	0.779950379	1	8.208569563	8.50089451	0.05048382	0.135386983	FALSE	TRUE
gene-b2537	2668006	2668896	hcaR	512.197521	304.5581305	194.124145	332.1222068	317.6928528	290.4245031	1677.976002	-0.104912088	0.375760159	-0.279199605	0.780091647	1	336.9599322	313.4131876	-0.104511165	0.089048639	FALSE	FALSE
gene-b2690	2816937	2817503	yqaB	58.45692351	51.85447997	49.624516	55.01891402	51.80496694	49.77665504	415.432385	-0.036902956	0.132237166	-0.279066444	0.780193835	1	53.31197316	52.20017867	-0.030404835	0.133882693	FALSE	FALSE
gene-b0433	452070	453545	ampG	6.442811616	7.673986165	5.806013077	6.026535469	4.167238194	10.54980409	156.725765	0.066674742	0.239198667	0.278742113	0.780442742	1	6.640936953	6.914525918	0.058243537	0.047492613	FALSE	TRUE
gene-b3807	3993739	3994059	cyaY	3.163823289	6.006126376	2.669680779	1.95146469	6.256818437	2.694965532	25.11206979	-0.13081166	0.469774208	-0.278456455	0.780661988	1	3.946543481	3.63441622	-0.118865995	0.064381715	FALSE	FALSE
gene-b3046	3186025	3186095	yqiG	0	0	0	0	0	0.043167861	0.249521279	0.994439763	3.581902249	0.277628951	0.781297206	1	0	0.014389287	0	0	FALSE	TRUE
gene-b1071	1129835	1130128	flgM	18.21399567	21.31255558	19.91817955	22.58521686	17.50552454	16.55135081	91.15389211	-0.068903064	0.248657211	-0.277100608	0.781702855	1	19.81491027	18.8806974	-0.069674379	0.170049163	FALSE	FALSE
gene-b2284	2400218	2401555	nuoF	92.87814058	95.9120139	77.39181108	92.69894827	89.22016168	73.38342804	1143.661716	-0.060975345	0.220068659	-0.277074188	0.781723141	1	88.72732185	85.100846	-0.060204949	0.165390161	FALSE	FALSE
gene-b1665	1746435	1746511	valV	4.796161869	3.129815855	3.709816148	4.881196096	3.260452465	5.617428154	5.086941844	0.227707169	0.823128111	0.276636366	0.782059338	1	3.878597957	4.586358905	0.241814019	0.344800525	FALSE	TRUE
gene-b1663	1743457	1744830	mdtK	46.36464339	43.49851788	48.96066311	42.21725425	51.06974361	48.63736102	734.3513057	0.033072478	0.119641823	0.27642907	0.782218532	1	46.27460813	47.30811963	0.031867046	0.122774488	FALSE	TRUE
gene-b4050	4262840	4263082	pspG	2404.658387	1012.579148	790.5496077	1356.470334	1858.115759	1318.540999	4784.087491	0.107028155	0.387385001	0.276283683	0.782330187	1	1402.595714	1511.042364	0.107444884	0.07107233	FALSE	TRUE
gene-b1411	1480909	1482201	ynbD	6.426411784	7.548592996	7.290520364	7.460843426	8.349078199	6.272360323	148.1069935	0.055958612	0.202703219	0.276061784	0.782500613	1	7.088508381	7.360760649	0.054372783	0.146568636	FALSE	TRUE
gene-b3223	3370347	3371036	nanE	10.43686528	6.2868475	9.728858434	9.260124187	8.732342254	10.02995868	83.58710378	0.08048321	0.291709169	0.275902229	0.782623162	1	8.817523738	9.340808374	0.083173855	0.145537088	FALSE	TRUE
gene-b3715	3896774	3897439	yieH	0.415883405	0.180927793	0	0.188114164	0.188479609	0.162365604	3.02789547	-0.329685348	1.196042905	-0.275646757	0.782819394	1	0.198937066	0.179653126	-0.147098068	0.055117943	FALSE	FALSE
gene-b3873	4061165	4062145	yihM	37.08102925	24.07501574	32.17632079	36.78063358	21.8809264	39.79297921	202.8517065	0.076749677	0.278452782	0.275629054	0.782832992	1	31.11078859	32.81817973	0.077080257	0.090589906	FALSE	TRUE
gene-b0567	587091	587981	ybcH	12.33087295	16.63439167	21.64059419	18.70120809	16.76516607	16.02007288	171.942473	0.045854202	0.166428252	0.275519339	0.78291727	1	16.8686196	17.16214901	0.024888296	0.03539725	FALSE	TRUE
gene-b3739	3922060	3922440	atpI	197.2531717	151.4921236	142.4530452	142.7119957	137.0588102	196.1197505	771.9763958	-0.047294588	0.172151862	-0.274725975	0.783526774	1	163.7327802	158.6301855	-0.045675861	0.070481107	FALSE	FALSE
gene-b0831	870967	871887	gsiC	23.65794068	29.17593271	28.22441015	26.25387448	29.30336078	29.82238324	639.7464898	0.076756913	0.279560966	0.274562339	0.783652504	1	27.01942785	28.45987283	0.07493209	0.285649558	FALSE	TRUE
gene-b3478	3616182	3617015	nikC	22.25125817	16.32645549	25.17470562	21.48155484	22.27584909	17.11496995	277.9746867	-0.06683343	0.243832577	-0.274095573	0.784011176	1	21.25080643	20.29079129	-0.066692462	0.113945171	FALSE	FALSE
gene-b0571	594760	595443	cusR	6.479025682	7.046661428	11.90232681	9.707680929	8.808941747	7.746548402	103.170199	0.070476757	0.25729627	0.273912859	0.784151589	1	8.47600464	8.754390359	0.046622338	0.05289402	FALSE	TRUE
gene-b2517	2643129	2644283	rlmN	52.19822834	36.82749989	33.88298748	33.19213345	30.21352617	54.20818169	723.5722443	-0.064714292	0.236503878	-0.273628885	0.784369834	1	40.9695719	39.20461377	-0.063529371	0.065047539	FALSE	FALSE
gene-b4234	4457314	4457865	yjgA	270.1207922	283.1264308	234.1653426	268.9521363	280.8448616	253.0997385	1282.412733	0.026008137	0.095218587	0.273141388	0.784744533	1	262.4708552	267.6322455	0.028094714	0.111968444	FALSE	TRUE
gene-b3381	3509813	3510976	yhfX	4.99703205	6.832355745	6.626037604	6.027410528	5.931278432	7.989392019	289.8813445	0.117399902	0.430656322	0.27260694	0.785155377	1	6.151808466	6.649360326	0.112204973	0.218431272	FALSE	TRUE
gene-b4073	4290476	4291432	nrfD	33.76608212	28.45614185	40.44552432	35.87024564	37.25160632	25.19771652	246.7416171	-0.062360049	0.228793813	-0.272560033	0.785191438	1	34.22258276	32.77318949	-0.06243256	0.101061172	FALSE	FALSE
gene-b3106	3254319	3255020	yhaK	17.88654099	13.38865671	15.86976908	13.74198084	16.62970093	14.94179875	148.1867082	-0.062003834	0.227610574	-0.272411922	0.785305307	1	15.71498893	15.10449351	-0.057163448	0.146749375	FALSE	FALSE
gene-b2169	2262365	2263495	fruB	16.48972186	10.22793935	17.42727957	18.49905706	14.09547509	9.082998884	234.9987806	-0.085331414	0.313297996	-0.272365016	0.785341369	1	14.71498026	13.89251034	-0.082978292	0.082229882	FALSE	FALSE
gene-b3673	3853922	3855106	emrD	42.15057278	32.94626412	47.60930723	38.69532162	34.53328176	53.1095834	663.2023827	0.045561267	0.167577354	0.271882008	0.785712746	1	40.90204804	42.11272893	0.042083282	0.059311848	FALSE	TRUE
gene-b1061	1121242	1121487	dinI	266.8449937	217.9738623	157.3429544	92.68981312	142.8767381	362.6495158	310.3474989	-0.102067235	0.37579978	-0.271600038	0.78592957	1	214.0539368	199.4053557	-0.102270211	0.057052079	FALSE	FALSE
gene-b3915	4106469	4107371	fieF	86.19149032	97.1456022	91.42252351	86.2975289	98.00313514	96.16035444	969.6178525	0.030959358	0.114130052	0.271263855	0.786188104	1	91.58653868	93.48700616	0.02963029	0.146688786	FALSE	TRUE
gene-b1856	1940313	1941635	mepM	70.20413656	63.39119097	66.93371991	67.80299903	53.32306121	85.74008396	1083.904398	0.045608333	0.168169508	0.271204534	0.786233726	1	66.84301581	68.9553814	0.04488632	0.077648919	FALSE	TRUE
gene-b1703	1787445	1788278	ppsR	61.21863565	46.52317405	46.58176822	55.73186605	53.43193533	41.36117739	392.1220898	-0.042644022	0.157522578	-0.270716889	0.786608786	1	51.44119264	50.17499292	-0.035955583	0.066750367	FALSE	FALSE
gene-b1424	1496856	1498511	opgD	101.748286	82.15105125	62.27159387	69.22396758	75.27097099	93.90026417	1264.385879	-0.047712519	0.176286587	-0.270653144	0.786657818	1	82.05697704	79.46506758	-0.046305208	0.066434622	FALSE	FALSE
gene-b2170	2263863	2265044	setB	7.654787957	10.19440867	11.11689407	8.479460787	7.85873864	10.97822254	515.0615845	-0.074373342	0.274821182	-0.270624489	0.786679859	1	9.655363566	9.105473989	-0.084596465	0.145147405	FALSE	FALSE
gene-b4525	1390680	1390862	ymjC	5.045142949	4.609209688	9.365765356	6.161509826	4.801595297	5.909043277	19.57470795	-0.123997379	0.458911866	-0.270198676	0.787007411	1	6.340039331	5.624049467	-0.172882507	0.172062951	FALSE	FALSE
gene-b2577	2714439	2715320	yfiE	33.7063598	25.54774291	29.95823754	31.1079402	24.62159143	31.14106005	345.6795015	-0.041046237	0.152518902	-0.269122292	0.787835576	1	29.73744675	28.95686389	-0.03837542	0.086484231	FALSE	FALSE
gene-b2311	2428057	2428626	ubiX	23.97239502	28.53897878	26.81155723	27.69436522	22.90324854	30.92295648	164.9945159	0.047274549	0.175875719	0.268795198	0.788087289	1	26.44097701	27.17352341	0.039426156	0.097801269	FALSE	TRUE
gene-b3250	3398875	3399978	mreC	19.90363732	21.93847826	17.85349021	17.02228711	14.21279664	26.15233366	612.2539105	-0.053541303	0.199669818	-0.268149204	0.788584473	1	19.89853526	19.12913914	-0.056890288	0.071031687	FALSE	FALSE
gene-b3072	3217556	3219076	aer	10.1977564	11.8042003	11.26847508	9.307755255	10.39872118	12.29943466	243.3113821	-0.049551297	0.185140947	-0.267640938	0.788975716	1	11.09014393	10.66863703	-0.055902212	0.159141828	FALSE	FALSE
gene-b4583	4322443	4323281	phnE	1.760688743	1.436208706	0.851179509	1.642579695	0.89769311	1.288861645	16.83125206	-0.124432801	0.466049943	-0.266994564	0.789473347	1	1.349358986	1.27637815	-0.0802184	0.074923776	FALSE	FALSE
gene-b3845	4027609	4028772	fadA	62.18528773	84.16220032	69.57339484	68.56179476	88.32212792	72.55482752	2756.407141	0.087770999	0.329003954	0.266777946	0.789640136	1	71.97362763	76.4795834	0.087606289	0.195900118	FALSE	TRUE
gene-b1120	1179520	1180359	cobB	46.16305798	50.78126225	56.11096923	59.06247276	46.47503284	43.25419679	495.8776231	-0.038774198	0.145504241	-0.266481563	0.789868357	1	51.01842982	49.59723413	-0.04075883	0.090098463	FALSE	FALSE
gene-b2833	2971271	2971489	ygdR	501.259141	426.9697648	296.09076	378.1403922	406.9610417	400.4469589	909.4214475	-0.049123504	0.184556955	-0.266169888	0.790108373	1	408.1065553	395.1827976	-0.046425737	0.074913641	FALSE	FALSE
gene-b2378	2495645	2496565	lpxP	51.72668387	54.42685205	69.16531278	53.45996202	48.79350307	66.80683489	1226.502889	-0.048463444	0.182434235	-0.265648844	0.790509665	1	58.43961623	56.35343333	-0.052443195	0.097701079	FALSE	FALSE
gene-b2702	2825832	2826395	srlA	57.13087673	47.43002857	51.91440416	62.19774694	68.55043498	34.31959763	214.8249963	0.074520224	0.280572441	0.265600656	0.79054678	1	52.15843649	55.02259318	0.077123511	0.094009007	FALSE	TRUE
gene-b4122	4345680	4347326	fumB	111.1052592	80.40510234	82.03716692	104.4413949	98.47081148	79.18117992	1603.201983	0.042463153	0.16002906	0.265346516	0.790742534	1	91.18250949	94.03112877	0.044381321	0.080089453	FALSE	TRUE
gene-b0094	103982	105244	ftsA	195.4711276	221.4375693	228.9996369	222.6941048	216.7658771	191.1849197	2030.96287	-0.034142308	0.128792991	-0.265094458	0.790936696	1	215.3027779	210.2149672	-0.034501542	0.133688404	FALSE	FALSE
gene-b4213	4434622	4436565	cpdB	149.839967	97.81157543	108.0025951	135.2087971	123.0091229	107.6348647	3233.046774	0.039292439	0.148581363	0.264450659	0.79143268	1	118.5513792	121.9509282	0.040788293	0.06657212	FALSE	TRUE
gene-b0549	573084	573374	ybcO	0.317271876	0	0	0	0	0	0.30743418	-0.929141502	3.516082695	-0.264254735	0.791583637	1	0.105757292	0	0	0	FALSE	FALSE
gene-b1777	1861702	1861974	yeaC	231.6607672	582.1858749	523.7023795	427.7095929	469.0035469	505.820598	697.7546943	0.069917036	0.264694406	0.264142476	0.791670135	1	445.8496739	467.5112459	0.068443707	0.068312519	FALSE	TRUE
gene-b1940	2015868	2016554	fliH	2.553415143	3.68334224	2.079009049	1.823639492	3.837082704	3.30545172	25.94283811	0.107023729	0.405550707	0.263897282	0.79185907	1	2.771922144	2.988724639	0.108643246	0.101473204	FALSE	TRUE
gene-b3050	3192208	3192837	yqiJ	32.24086589	40.54850319	44.20864243	35.99430158	40.04922444	36.21680763	453.9829938	-0.055023706	0.208655857	-0.26370554	0.792006826	1	38.99933717	37.42011122	-0.059635758	0.156546923	FALSE	FALSE
gene-b0469	491412	491963	apt	54.02415844	69.85386111	47.35056099	48.79722305	41.8424733	74.04930429	487.9430396	-0.054107011	0.205182686	-0.263701642	0.792009831	1	57.07619351	54.89633355	-0.056179326	0.064027419	FALSE	FALSE
gene-b1666	1746516	1746592	valW	57.55394242	17.2139872	14.83926459	45.55783023	27.71384595	28.08714077	29.16126673	0.134847438	0.511611967	0.263573658	0.792108458	1	29.86906474	33.78627232	0.17778512	0.092806827	FALSE	TRUE
gene-b1338	1403255	1404565	abgA	5.845207952	5.88243041	6.318855422	5.542695592	7.659949346	5.691341683	144.91736	0.066509545	0.252645933	0.26325199	0.792356362	1	6.015497928	6.29799554	0.066208576	0.150699051	FALSE	TRUE
gene-b2993	3140792	3141286	hybD	114.5216873	107.1092537	103.0092284	113.1352784	96.11089322	104.2032923	379.6805831	-0.051501303	0.196051777	-0.262692352	0.792787712	1	108.2133898	104.4831546	-0.050608661	0.247694868	FALSE	FALSE
gene-b2782	2910756	2911091	mazF	224.4953475	244.2234434	270.3528518	289.3464574	269.7345154	198.8920656	642.0013124	0.036873983	0.140682364	0.262108069	0.793238126	1	246.3572142	252.6576795	0.036432311	0.072371507	FALSE	TRUE
gene-b0847	888134	889819	ybjL	27.76354733	22.79883358	28.37921338	24.37316896	23.82489583	28.86178611	723.2804552	-0.032648372	0.124730967	-0.261750333	0.793513933	1	26.31386476	25.68661697	-0.034806261	0.094111121	FALSE	FALSE
gene-b0893	939428	940720	serS	604.5111352	867.1562695	789.9168352	751.9948809	781.0271408	783.5432516	7911.768474	0.034918951	0.133442373	0.261678131	0.793569602	1	753.8614133	772.1884244	0.034653599	0.08246817	FALSE	TRUE
gene-b2501	2623044	2625110	ppk	173.038884	167.0181487	175.8573104	193.5326162	173.2606333	159.7182666	3420.387544	0.029154024	0.111439943	0.261611982	0.793620605	1	171.9714477	175.5038387	0.029333531	0.127413008	FALSE	TRUE
gene-b0308	323758	324453	ykgG	17.24482051	16.9666598	20.11082805	23.40075331	18.5766153	14.44913901	142.8587366	0.054613832	0.208833534	0.261518495	0.793692688	1	18.10743612	18.80883587	0.054828274	0.089953422	FALSE	TRUE
gene-b4451	3580927	3581016	ryhB	11.28430306	4.016597014	7.934884538	13.92044812	5.57899644	7.209032798	10.18697512	0.160276391	0.61397082	0.261048874	0.794054818	1	7.745261537	8.902825786	0.200949369	0.128512089	FALSE	TRUE
gene-b1304	1368079	1368747	pspA	8849.920536	4600.894804	2840.119346	5579.727604	6777.354868	5031.452308	37037.663	0.094023733	0.360181832	0.261045184	0.794057663	1	5430.311562	5796.17826	0.094066991	0.068848256	FALSE	TRUE
gene-b2988	3136663	3138522	gss	273.0073322	244.1054443	313.0695896	313.8836529	272.9883944	221.7358959	4538.175893	-0.037977094	0.145536783	-0.26094499	0.794134929	1	276.7274554	269.5359811	-0.037987912	0.075880981	FALSE	FALSE
gene-b3523	3674786	3676108	yhjE	25.96017773	62.84471519	53.65493354	44.98103986	51.61520516	51.90176674	860.7498647	0.062913211	0.241332543	0.260690952	0.794330844	1	47.48660882	49.49933725	0.059888477	0.06175871	FALSE	TRUE
gene-b3351	3480607	3481161	kefG	34.43514596	36.2579298	41.43296467	33.4090755	43.42570202	39.55226103	243.5367684	0.05711163	0.219084894	0.260682645	0.79433725	1	37.37534681	38.79567952	0.053809029	0.14711639	FALSE	TRUE
gene-b1312	1374090	1374932	ycjP	1.861855245	3.287606097	1.355425117	1.634785723	3.127017578	2.308942889	22.01762766	0.113639796	0.436193019	0.260526399	0.794457755	1	2.168295486	2.356915397	0.120338598	0.093287227	FALSE	TRUE
gene-b0593	624885	626060	entC	4.710516121	4.303496801	5.343901832	3.835225504	4.696604146	4.965405244	129.57698	-0.083648105	0.321665562	-0.260046815	0.794827663	1	4.785971585	4.499078298	-0.089182357	0.249266685	FALSE	FALSE
gene-b1941	2016554	2017927	fliI	2.687805414	4.648027112	3.950117194	3.464915035	4.202519152	3.935061571	62.18189018	0.06278708	0.241502604	0.259985104	0.794875264	1	3.76198324	3.867498586	0.039907343	0.059655889	FALSE	TRUE
gene-b3867	4052045	4053418	hemN	107.6466068	111.3772534	97.92132622	96.10580124	110.2704482	103.8856255	1864.615075	-0.03140285	0.120878013	-0.259789592	0.79502608	1	105.6483955	103.420625	-0.030746928	0.144268144	FALSE	FALSE
gene-b2546	2675827	2676825	yphD	2.033207759	2.774226166	1.858621603	1.504913311	2.890020678	1.840143507	25.42416171	-0.101959728	0.393225815	-0.259290526	0.795411089	1	2.222018509	2.078359165	-0.096425844	0.102762979	FALSE	FALSE
gene-b1270	1327767	1328357	btuR	96.23162003	92.56523068	84.34339199	81.61481007	90.26929519	92.58301005	334.1900892	-0.047427251	0.183095501	-0.259030129	0.795611994	1	91.04674757	88.1557051	-0.046553543	0.234329158	FALSE	FALSE
gene-b1745	1826916	1828259	astB	40.39267574	13.26911514	10.94588983	21.81284505	24.00338312	14.08014218	141.2218581	-0.114117066	0.440761203	-0.258909053	0.795705413	1	21.53589357	19.96545678	-0.109237106	0.054589764	FALSE	FALSE
gene-b0492	517425	518279	cnoX	298.4671164	158.5498821	177.4073132	208.6601908	222.4257791	179.0875516	2379.347321	-0.057524176	0.222362979	-0.258694933	0.795870629	1	211.4747706	203.3911738	-0.056228482	0.061437177	FALSE	FALSE
gene-b4023	4231359	4231631	yjbD	254.9959393	232.6095194	171.6027777	221.1974504	217.4888997	242.4136304	438.6618835	0.04399303	0.170594648	0.257880481	0.796499149	1	219.7360788	227.0333268	0.047132323	0.100364848	FALSE	TRUE
gene-b0600	633586	634746	ybdL	11.21273243	10.69016776	13.40933976	13.05716452	11.56884921	12.10819462	318.8609442	0.060647459	0.235195054	0.257860266	0.796514751	1	11.77074665	12.24473612	0.056955846	0.193457487	FALSE	TRUE
gene-b2240	2351016	2352374	glpT	1208.595734	911.8473221	1114.562259	1091.234069	861.696321	991.2817947	7889.93441	-0.135890383	0.528211867	-0.257264919	0.796974272	1	1078.335105	981.4040616	-0.135886435	0.368907105	FALSE	FALSE
gene-b1165	1216068	1216340	ymgA	33.8190901	64.00072165	60.68878724	60.57689514	42.3022807	47.53208438	146.6105003	-0.066723517	0.259459978	-0.257163043	0.797052912	1	52.83619966	50.13708674	-0.075648532	0.087175297	FALSE	FALSE
gene-b3430	3568033	3569328	glgC	1095.446516	1025.812844	1173.150638	1196.868529	1144.275416	863.0814267	8086.20822	-0.040079301	0.15609876	-0.256756052	0.797367098	1	1098.136666	1068.075124	-0.040044489	0.095997346	FALSE	FALSE
gene-b0237	254259	255716	pepD	282.8674623	325.4600626	337.9673044	336.6686158	319.6730522	269.6712269	4516.012369	-0.031030227	0.120873157	-0.256717273	0.797397037	1	315.4316098	308.670965	-0.031257459	0.092283661	FALSE	FALSE
gene-b2874	3011461	3012393	yqeA	11.28100452	11.36529059	11.63442878	13.15952331	11.57058747	11.24238234	1009.836032	0.069266751	0.269892121	0.256646065	0.797452011	1	11.42690796	11.99083104	0.069496576	0.396247528	FALSE	TRUE
gene-b1249	1307185	1308645	clsA	39.49611395	31.75338502	28.9370738	33.10036741	40.8973661	29.30982534	479.5979136	0.037426968	0.146233419	0.255939906	0.79799724	1	33.39552426	34.43585295	0.04425665	0.078912623	FALSE	TRUE
gene-b3826	4010200	4011000	yigL	75.8434261	80.33194028	79.52715739	88.0585651	80.55067894	71.55032553	733.8560304	0.026502564	0.103652561	0.255686537	0.798192892	1	78.56750792	80.05318986	0.02702609	0.108019059	FALSE	TRUE
gene-b3368	3497828	3499201	cysG	12.63268545	11.48851984	11.74640113	10.48592708	13.33843035	13.06440442	295.7325081	0.038678056	0.151522579	0.255262657	0.79852024	1	11.95586881	12.29625395	0.040499895	0.128445463	FALSE	TRUE
gene-b2965	3107020	3109155	speC	18.45657843	22.28308737	19.25769731	16.1883863	17.57148809	23.49010687	666.7813342	-0.066340206	0.259991387	-0.25516309	0.798597138	1	19.99912104	19.08332709	-0.067623875	0.133644314	FALSE	FALSE
gene-b0879	920347	922293	macB	96.30936905	82.43616676	102.8478409	104.4998818	100.3832526	84.6422649	1667.757158	0.039974757	0.156754616	0.255014863	0.79871162	1	93.8644589	96.50846643	0.040076517	0.112289574	FALSE	TRUE
gene-b3170	3317554	3318006	rimP	87.0270453	59.5839557	79.45394319	59.73808202	55.42049444	101.9290399	700.3240998	-0.056856434	0.223178302	-0.254757893	0.798910099	1	75.3549814	72.36253879	-0.058459861	0.061285845	FALSE	FALSE
gene-b1613	1688576	1689751	manA	61.70776118	50.5148553	38.25747902	43.57242308	44.61773939	58.02167979	788.9429373	-0.044596749	0.175310418	-0.254387327	0.799196341	1	50.16003183	48.73728075	-0.041512504	0.06001914	FALSE	FALSE
gene-b2664	2795674	2796336	csiR	58.06936706	68.33667318	66.56685943	63.87029139	75.73298335	59.3685054	421.1046168	0.045050532	0.177211579	0.254218894	0.799326455	1	64.32429989	66.32392671	0.044165575	0.125847957	FALSE	TRUE
gene-b3243	3389520	3390449	aaeR	60.65726544	75.53793739	72.64258813	65.60572487	75.45142766	71.97405326	722.1125844	0.031887319	0.12560484	0.253870144	0.799595881	1	69.61259699	71.01040193	0.028681975	0.092482046	FALSE	TRUE
gene-b1112	1169073	1169330	bhsA	105.2088298	235.858313	150.578274	147.1358994	178.5603221	190.2849355	1435.783759	0.0716983	0.282910241	0.253431262	0.799934972	1	163.8818056	171.993719	0.069700187	0.070233847	FALSE	TRUE
gene-b2509	2634232	2635602	xseA	49.36181109	49.39447531	55.94354044	51.9960721	39.8281748	57.89310803	1213.807537	-0.045478718	0.179588184	-0.253238921	0.800083592	1	51.56660895	49.90578498	-0.047230117	0.103969944	FALSE	FALSE
gene-b0429	447717	448046	cyoD	91.20701153	84.34853729	38.52025767	61.88271939	65.04602668	72.7456946	151.2359772	-0.103251731	0.408171503	-0.252961636	0.80029786	1	71.35860216	66.55814689	-0.100472088	0.102447322	FALSE	FALSE
gene-b0428	446815	447705	cyoE	63.6231596	53.68986581	43.12088769	52.30713841	50.43638196	51.21568756	310.3310467	-0.061705253	0.244408457	-0.252467749	0.80067954	1	53.47797103	51.31973598	-0.059430982	0.13376032	FALSE	FALSE
gene-b0453	475379	475951	ybaY	545.0946777	536.6678314	431.7241891	517.7532119	532.7795553	423.4834974	3142.627361	-0.03889429	0.154176029	-0.252271968	0.800830854	1	504.4955661	491.3387549	-0.038123552	0.093970108	FALSE	FALSE
gene-b4704	3657986	3658054	arrS	20781.40445	35496.23952	38460.04036	36700.95886	31763.89495	31442.35327	10474.18661	0.076695284	0.304440064	0.251922441	0.801101013	1	31579.22811	33302.40236	0.076650346	0.108785447	FALSE	TRUE
gene-b0490	515919	516596	fetA	29.95832672	28.25835952	39.39354182	33.44603244	31.10413944	29.02752144	421.3662368	-0.05759365	0.228709274	-0.251820355	0.801179923	1	32.53674269	31.19256444	-0.060867661	0.134208379	FALSE	FALSE
