Geneid	Start	End	gene_names	4GB00A11	4GB00A12	4GB00A13	4GB02A11	4GB02A12	4GB02A13	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	M_minus	M-plus	Log2fold	Obs_log(1/p)	Rank	Exp_log(1/p)	GalNAc_gene	Fold	YmN
a4-15-1_08525	1639083	1640681	K07030	711.7257661	802.6646209	955.1747687	869.2006134	698.6562827	754.9874725	11133.56048	-0.088479844	0.135061757	-0.655106566	0.512399145	0.680103643	823.1883852	774.2814562	-0.088364536	0.219077555	1923	0.100194855	FALSE		FALSE
a4-15-1_11255	2187449	2188543	"degP, htrA"	964.2926166	1090.277011	638.9461479	1041.47457	891.6002644	999.3358757	9694.403994	0.122626307	0.368298964	0.332953169	0.739169634	0.848325264	897.8385918	977.4702367	0.122596665	0.218921704	1924	0.099969071	FALSE		TRUE
a4-15-1_02780	504690	505130	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_092455909.1"	1.106608538	2.326618946	2.312306145	3.629073758	1.901105531	1.508110321	22.47091732	0.258538804	0.575681517	0.449100408	0.653359226	0.786830717	1.915177876	2.346096537	0.292783987	0.218897128	1925	0.099743405	FALSE		TRUE
a4-15-1_05570	1043535	1044344	K07133	51.21138402	55.73544943	49.65748815	38.24640511	56.58253351	52.0018781	359.3956113	-0.095758758	0.164986237	-0.580404521	0.561641857	0.721122334	52.20144053	48.94360557	-0.092969234	0.218597564	1926	0.099517856	FALSE		FALSE
a4-15-1_12315	48164	49204	BcsQ	105.947403	80.16442687	83.37185289	101.7970877	70.46965388	76.02701395	1622.424627	-0.115278782	0.176232153	-0.654130249	0.513027895	0.680452393	89.82789425	82.76458518	-0.118149941	0.218098405	1927	0.099292424	FALSE		FALSE
a4-15-1_04290	798206	799678	urdA	26.61494955	23.91536827	24.69128538	15.28867428	31.11463146	20.9200395	185.4636926	-0.162240133	0.259515221	-0.625166155	0.531862013	0.696371537	25.07386773	22.44111508	-0.16004019	0.218037394	1928	0.099067109	FALSE		FALSE
a4-15-1_05475	1022331	1023497	nagZ	448.7055819	399.5524448	477.7755515	403.4848985	483.1324937	503.3192197	5470.892721	0.067899457	0.199763614	0.339899021	0.733932574	0.844721443	442.0111927	463.312204	0.067901782	0.217727281	1929	0.098841911	FALSE		TRUE
a4-15-1_04690	874058	875047	asd	146.8972534	152.6967065	155.6485672	140.4121629	181.0860628	154.1768601	1281.919425	0.062173587	0.139311108	0.446293104	0.655385537	0.787950678	151.747509	158.5583619	0.063341129	0.216858251	1930	0.09861683	FALSE		TRUE
a4-15-1_02660	486813	487130	trxA	34.27354558	32.98238431	37.76766704	34.86992097	32.51607857	43.92015623	94.92202743	0.085856853	0.272767018	0.314762592	0.752941917	0.856808198	35.00786564	37.10205192	0.083819871	0.216735548	1931	0.098391865	FALSE		TRUE
a4-15-1_08230	1574214	1574678	rpoE	79.41165659	63.25401445	93.56634932	122.1827188	55.59200529	93.68284015	658.1072275	0.202711923	0.272198035	0.744722212	0.456439668	0.634761035	78.74400679	90.48585475	0.200522156	0.21544246	1932	0.098167017	FALSE		TRUE
a4-15-1_09325	1799885	1800751	msmG	167.3620969	160.1583298	161.2640178	160.5959318	217.5746209	146.77201	735.1718738	0.10261033	0.258355519	0.397167168	0.691244191	0.815587612	162.9281482	174.9808542	0.102961204	0.215011172	1933	0.097942285	FALSE		TRUE
a4-15-1_00020	1958	2146	inference=ab initio prediction:Prodigal:2.6.3	0	1.809592514	0.599486778	0.604845626	0.739318818	2.345949388	2.244900863	0.537859125	1.201612181	0.447614575	0.654431383	0.787729408	0.803026431	1.230037944	0.615183441	0.214912841	1934	0.097717669	FALSE		TRUE
a4-15-1_10920	2111297	2112571	PqqL	26.79294555	22.80086568	31.72484032	34.33957675	19.28839306	17.99619175	594.72176	-0.1822049	0.281358112	-0.647590712	0.517249706	0.684287104	27.10621718	23.87472052	-0.183139946	0.214762656	1935	0.097493169	FALSE		FALSE
a4-15-1_07345	1403175	1404218	DegQ	153.6341521	147.9653879	145.6442792	141.2523105	161.6813773	127.4093202	1286.851732	-0.055980953	0.154454117	-0.362443904	0.717020336	0.833559441	149.0812731	143.4476693	-0.055574517	0.213775234	1936	0.097268786	FALSE		FALSE
a4-15-1_07990	1535671	1536042	RimI	105.3866147	108.4879899	104.7748182	108.1698114	93.90541435	108.4623213	405.1101038	-0.035287303	0.139138454	-0.253612871	0.799794652	0.88873753	106.2164743	103.5125157	-0.037202333	0.212377035	1937	0.097044518	FALSE		FALSE
a4-15-1_08160	1561565	1562707	GGDEF	2.277115732	2.89249827	3.271215256	4.700650656	2.322741797	2.715390236	59.42646641	0.201881533	0.355081816	0.568549343	0.569662011	0.726004471	2.813609753	3.246260896	0.20635671	0.212218524	1938	0.096820366	FALSE		TRUE
a4-15-1_04605	860015	860152	inference=ab initio prediction:Prodigal:2.6.3	31.82702383	43.78427104	52.54631936	43.07552765	40.50181349	33.73577218	179.5627602	-0.147577189	0.274192359	-0.538225026	0.590421705	0.742095299	42.71920474	39.10437111	-0.127554908	0.211814539	1939	0.09659633	FALSE		FALSE
a4-15-1_03305	599246	599518	inference=ab initio prediction:Prodigal:2.6.3	1639.22774	1634.897237	1646.421265	1192.569469	2015.098744	2229.509092	2512.447433	0.143958213	0.185736752	0.775065848	0.438300751	0.615914485	1640.182081	1812.392435	0.144039393	0.211273459	1940	0.096372409	FALSE		TRUE
a4-15-1_02615	474124	475815	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF01609,similar to AA sequence:Refseq:WP_074463497.1"	26.82348462	23.24556341	27.92396659	29.11945619	17.17736487	25.48412307	523.6007655	-0.115826777	0.190768714	-0.607158138	0.543745971	0.706577425	25.99767154	23.92698138	-0.119744017	0.210912951	1941	0.096148603	FALSE		FALSE
a4-15-1_00335	68199	69509	"engA, der"	570.6529536	634.8067103	716.1164511	674.6464726	644.5117531	672.6016733	9477.443776	0.051603151	0.156237329	0.330286953	0.741183151	0.849829068	640.5253717	663.9199663	0.051753621	0.209809515	1942	0.095924913	FALSE		TRUE
a4-15-1_12155	10999	12066	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF00589,similar to AA sequence:Refseq:WP_027433811.1"	55.44233115	48.24902287	42.96602571	59.19162016	33.62446904	40.06235759	658.8551084	-0.137507278	0.184306036	-0.746081252	0.455618334	0.6339836	48.88579324	44.2928156	-0.142342554	0.209647709	1943	0.095701338	FALSE		FALSE
a4-15-1_06935	1322314	1323789	BglB	17.41334005	13.98020558	16.04358214	11.92726071	23.00453614	17.9486585	529.1912994	0.155357226	0.213521485	0.727595286	0.466861367	0.644802243	15.81237592	17.62681845	0.15671794	0.20956992	1944	0.095477878	FALSE		TRUE
a4-15-1_10645	2065642	2069145	"por, nifJ"	2500.516529	3141.235701	2542.947465	2287.52357	3022.206832	2370.158059	60870.95636	-0.091864354	0.177959202	-0.516210194	0.605707611	0.75269681	2728.233232	2559.96282	-0.091844126	0.20950994	1945	0.095254533	FALSE		FALSE
a4-15-1_07865	1508880	1509524	jag	2781.555781	2599.82894	2580.673472	2227.829302	3358.532822	2911.72964	14576.59543	0.093973963	0.180737644	0.519946818	0.603100642	0.751120205	2654.019398	2832.697255	0.093997506	0.206209928	1946	0.095031303	FALSE		TRUE
a4-15-1_00670	137572	138567	gpsA	593.8488061	768.1556704	500.8766204	500.4186646	644.2228213	576.3775063	3949.150817	-0.11438932	0.222380354	-0.514385905	0.606982212	0.75350591	620.9603656	573.6729974	-0.114272575	0.206156466	1947	0.094808187	FALSE		FALSE
a4-15-1_11410	2219704	2220192	K07040	6645.245373	8130.210518	6696.925647	4339.325795	7255.166879	14968.0782	41430.02188	0.306915971	0.351231063	0.873829236	0.382211256	0.557383419	7157.460513	8854.190291	0.306912574	0.204229562	1948	0.094585186	FALSE		TRUE
a4-15-1_00780	158347	160233	zntA	19.13781825	20.11841089	18.61363559	20.29454204	18.73450339	19.85478786	308.1421145	0.025564005	0.172648861	0.148069355	0.882288034	0.93530271	19.28995491	19.62794443	0.025059321	0.203708904	1949	0.0943623	FALSE		TRUE
a4-15-1_02030	374786	376138	K09157	239.8592409	248.9052373	223.0050939	184.6120282	306.7271485	280.1875028	2023.213249	0.116036123	0.167890785	0.69114051	0.489477245	0.6635258	237.256524	257.1755598	0.116305787	0.203051678	1950	0.094139527	FALSE		TRUE
a4-15-1_01785	349854	349929	inference=COORDINATES: profile:tRNAscan-SE:2.0	4.280827766	4.500170857	2.981657924	0	7.35427666	8.751008572	3.297831777	0.450233616	1.015597439	0.443318976	0.657535032	0.789107335	3.920885516	5.368428411	0.453320288	0.202653866	1951	0.093916869	FALSE		TRUE
a4-15-1_07415	1414854	1415957	ychF	861.0978114	762.5072108	699.3176175	460.6803426	886.7365791	763.974674	5175.899134	-0.137777863	0.189158921	-0.728370952	0.46638654	0.644514733	774.3075466	703.7971986	-0.137746932	0.201166994	1952	0.093694325	FALSE		FALSE
a4-15-1_05245	972063	972275	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_117445849.1"	3.818578759	1.070463177	1.063877945	2.146776026	3.280076445	2.081617062	4.494138659	0.418130075	0.810732029	0.51574387	0.60603331	0.752714548	1.984306627	2.502823178	0.334921393	0.200507957	1953	0.093471896	FALSE		TRUE
a4-15-1_06410	1225816	1226781	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_120421691.1"	22.5651915	14.87012979	17.35905193	31.83328829	14.75423206	17.21212866	316.8580547	0.230491111	0.24374147	0.945637652	0.344333433	0.522008289	18.26479107	21.26654967	0.219520736	0.199507685	1954	0.093249579	FALSE		TRUE
a4-15-1_08425	1620377	1620805	slyA	32.61012853	28.70039036	25.35451773	37.57233356	18.23997754	20.92898554	173.0141193	-0.16364213	0.247759949	-0.660486615	0.508941605	0.677374372	28.88834554	25.58043221	-0.175446942	0.198956243	1955	0.093027377	FALSE		FALSE
a4-15-1_09805	1901052	1901444	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_078712170.1"	163.913222	159.5480423	112.4380927	164.3471761	111.2872349	124.9486669	681.491383	-0.1186739	0.196745419	-0.603185072	0.546385578	0.70810399	145.2997857	133.5276926	-0.121893599	0.197668611	1956	0.092805288	FALSE		FALSE
a4-15-1_01485	292982	293551	"tdk, TK"	203.7674017	162.2061584	166.5752894	128.9562709	245.877983	215.2748109	774.1302948	0.148298803	0.223751505	0.66278349	0.507469229	0.676159386	177.5162832	196.7030216	0.148067753	0.197198825	1957	0.092583313	FALSE		TRUE
a4-15-1_08345	1596967	1597416	rpoA	8.314318817	4.053487231	6.042826727	8.637195545	5.278736358	6.8970912	48.39548422	0.227811168	0.314261634	0.724909259	0.4685077	0.645344018	6.136877592	6.937674368	0.176947319	0.196381572	1958	0.092361451	FALSE		TRUE
a4-15-1_07545	1446996	1448375	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF11104"	98.42801814	127.2222215	128.9847933	87.89064393	134.5672753	106.4283289	1038.678002	-0.111035432	0.160857057	-0.690273925	0.490021942	0.663851674	118.2116776	109.6287494	-0.108746375	0.196319677	1959	0.092139703	FALSE		FALSE
a4-15-1_07835	1504446	1505729	"obgE, cgtA"	781.0510287	682.9605092	760.9126002	824.3381688	706.8181552	763.059777	14005.81215	0.044320602	0.202710032	0.218640399	0.82693018	0.902343226	741.6413794	764.7387003	0.044245144	0.19618774	1960	0.091918067	FALSE		TRUE
a4-15-1_09320	1798932	1799885	msmF	318.0107587	292.0614031	291.927439	248.7627352	353.8686749	242.7227681	1343.578177	-0.093744655	0.248766236	-0.376838337	0.706293748	0.826288475	300.6665336	281.7847261	-0.093570881	0.195395274	1961	0.091696545	FALSE		FALSE
a4-15-1_04190	775678	775872	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_028078103.1"	1.668425181	0	0.581041031	1.172469983	0.716570546	1.136883165	1.865043832	0.567737536	1.426350243	0.398035152	0.690604274	0.815432599	0.749822071	1.008641231	0.427792909	0.194649301	1962	0.091475136	FALSE		TRUE
a4-15-1_05195	961053	961403	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF05973,similar to AA sequence:Refseq:WP_090021394.1"	912.5358836	806.7998623	1032.316232	1249.657591	931.9398051	796.4498172	3067.254664	0.114084747	0.24459027	0.466432076	0.640906256	0.775698759	917.217326	992.6824044	0.114068613	0.193983913	1963	0.091253839	FALSE		TRUE
a4-15-1_03690	683151	684005	Cof	83.14318817	93.33687703	109.9900479	103.0847951	77.13819075	89.843688	659.2967377	-0.085986895	0.148940769	-0.577322753	0.563721446	0.722172931	95.4900377	90.02222462	-0.08506901	0.19364971	1964	0.091032655	FALSE		FALSE
a4-15-1_03110	574440	575375	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_120409834.1"	84.81161336	116.0749198	116.8134574	97.58369967	104.3505858	142.1103956	632.0662527	0.11415608	0.243265299	0.469265778	0.638879673	0.774974905	105.8999969	114.6815604	0.114930893	0.193474686	1965	0.090811584	FALSE		TRUE
a4-15-1_03275	596918	597130	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR01847"	52.69638687	67.97441175	64.89655464	73.52707889	59.69739129	61.92810761	149.3813079	0.065426496	0.184921481	0.353806899	0.723483603	0.838283733	61.85578442	65.05085926	0.072659599	0.193442377	1966	0.090590625	FALSE		TRUE
a4-15-1_00195	41496	41903	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_033144152.1"	8.372795484	6.706136963	11.3858408	10.0866903	9.246921389	9.237175715	29.85665148	0.106909963	0.313293654	0.341245222	0.732918982	0.84431218	8.821591082	9.523595801	0.110467504	0.192490824	1967	0.090369779	FALSE		TRUE
a4-15-1_01270	251848	253242	EAL	25.65427966	21.16639502	24.3662368	28.27165525	22.33696789	23.91733239	326.2811896	0.068642176	0.2225425	0.308445245	0.757743559	0.859843278	23.72897049	24.84198518	0.066130958	0.19214968	1968	0.090149045	FALSE		TRUE
a4-15-1_05130	952081	952704	catA	1067.010041	802.5977797	815.8179232	573.4111013	1034.10087	839.5171621	3260.19652	-0.134084488	0.264173657	-0.507561917	0.611760604	0.758269426	895.1419146	815.6763778	-0.134119552	0.19170204	1969	0.089928423	FALSE		FALSE
a4-15-1_03285	597810	597923	inference=ab initio prediction:Prodigal:2.6.3	1424.088704	1944.07381	1336.776636	2674.388605	214.4997359	651.4639715	991.4495831	-0.410152921	0.77959758	-0.526108509	0.598812817	0.747031842	1568.31305	1180.117437	-0.41028313	0.190266152	1970	0.089707913	FALSE		FALSE
a4-15-1_05530	1036018	1036794	proC	160.9965881	178.7094877	136.3427362	135.5017675	208.7876304	168.1950605	997.7167352	0.105464677	0.161401953	0.653428754	0.513479907	0.680452393	158.6829373	170.8281528	0.106398746	0.189712692	1971	0.089487515	FALSE		TRUE
a4-15-1_07295	1394284	1395144	RpiR	280.1878838	328.5072459	333.3292704	295.5482263	358.8220769	324.6851171	2144.463074	0.054644431	0.139118264	0.392791208	0.694473699	0.817317641	314.0081334	326.3518068	0.055626098	0.189327952	1972	0.089267228	FALSE		TRUE
a4-15-1_11700	2274578	2274841	inference=ab initio prediction:Prodigal:2.6.3	14.7883141	8.636691544	11.1586289	8.660289651	8.997846065	13.43589195	23.93640217	-0.123135669	0.361276288	-0.34083518	0.733227665	0.84431218	11.52787818	10.36467589	-0.153451992	0.188750644	1973	0.089047054	FALSE		FALSE
a4-15-1_08585	1653913	1655190	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF01523,similar to AA sequence:Refseq:WP_077895573.1"	166.7446058	138.8925972	183.1643195	345.9887362	119.2854467	133.6571622	3242.980597	0.293445304	0.29891442	0.981703405	0.326245987	0.506121022	162.9338408	199.6437817	0.293141859	0.18864571	1974	0.08882699	FALSE		TRUE
a4-15-1_00870	173171	174991	"glmS, GFPT"	649.0778654	579.4124432	587.6076566	382.7477074	687.2230278	607.4926763	6853.16845	-0.114600856	0.191931357	-0.597092928	0.550445339	0.710903237	605.3659884	559.1544705	-0.114560729	0.188445298	1975	0.088607039	FALSE		FALSE
a4-15-1_01320	265553	266248	inference=ab initio prediction:Prodigal:2.6.3	28.04680261	25.38889497	26.6978336	21.18784658	28.90991515	36.78944121	170.7678425	0.119862739	0.193754067	0.618633409	0.536157888	0.700463348	26.71117706	28.96240098	0.116737655	0.188413303	1976	0.088387199	FALSE		TRUE
a4-15-1_04880	907604	908473	K07058	54.03683969	66.17492624	50.0096005	49.5368568	70.34746019	61.7935203	310.7793986	0.091535539	0.181949205	0.503082928	0.614905969	0.759441863	56.74045548	60.5592791	0.0939703	0.188395219	1977	0.088167469	FALSE		TRUE
a4-15-1_10685	2078737	2079813	rseP	612.6234187	607.0704023	548.6305951	475.2014311	663.2369391	543.4238192	5639.021401	-0.072424351	0.177979024	-0.406926333	0.684062095	0.810479452	589.441472	560.6207298	-0.072323478	0.187847232	1978	0.087947852	FALSE		FALSE
a4-15-1_08185	1564944	1565894	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF08006,protein motif:Pfam:PF13349"	89.11864156	99.13941069	77.79901129	79.33590267	122.393414	86.01937763	1176.343285	0.111131254	0.162832236	0.682489268	0.494929626	0.667547381	88.68568785	95.91623143	0.113073676	0.187598334	1979	0.087728345	FALSE		TRUE
a4-15-1_07135	1357682	1359223	inference=ab initio prediction:Prodigal:2.6.3	175.9636752	217.3623381	212.2043238	226.8524122	162.2042472	182.4432059	2403.371358	-0.08362817	0.168811548	-0.495393655	0.620322272	0.762236366	201.8434457	190.4999551	-0.083446082	0.187572594	1980	0.087508949	FALSE		FALSE
a4-15-1_07615	1456729	1457793	GGDEF	86.1471368	79.96359934	86.17411353	63.86658678	108.2425227	100.5421041	2530.294394	0.111438671	0.198664079	0.560940211	0.574838296	0.729718573	84.09494989	90.88373786	0.112003005	0.187369193	1981	0.087289663	FALSE		TRUE
a4-15-1_08210	1569904	1571676	nusA	297.2676337	247.8774314	388.412657	495.7554236	233.437102	332.100693	7878.700996	0.185087329	0.285560878	0.648153663	0.516885569	0.684179858	311.1859074	353.7644062	0.185012173	0.187292844	1982	0.087070489	FALSE		TRUE
a4-15-1_08300	1586061	1587956	hndC	2410.814988	2387.596978	1956.090262	1605.003807	2693.290491	1935.422165	29068.005	-0.115784416	0.166512999	-0.695347609	0.486837485	0.661059664	2251.500743	2077.905488	-0.115756918	0.187120336	1983	0.086851425	FALSE		FALSE
a4-15-1_03145	582428	582706	inference=ab initio prediction:Prodigal:2.6.3	1449.466801	1562.145331	1545.225517	1725.800172	1386.29433	1599.123968	2445.565308	0.048096591	0.195020317	0.246623488	0.805199625	0.892328057	1518.945883	1570.406157	0.048067264	0.187100987	1984	0.086632471	FALSE		TRUE
a4-15-1_01370	275098	275814	YotD	688.3475521	677.6658961	616.9245696	591.1897812	657.9256933	854.1488841	2133.918133	0.085079523	0.25941369	0.327968516	0.742935468	0.851030818	660.9793393	701.0881195	0.08499061	0.186867631	1985	0.086413628	FALSE		TRUE
a4-15-1_03130	579247	580617	Nar1	28.83235857	32.59642358	25.9497756	21.42900555	29.7604135	30.96576191	403.3079346	-0.090191679	0.171422093	-0.52613801	0.598792321	0.747031842	29.12618592	27.38506032	-0.088927734	0.186665556	1986	0.086194895	FALSE		FALSE
a4-15-1_11795	2296390	2296686	comGC	0.547715337	1.919264787	0	0.384901762	0	1.119657662	3.512012592	-0.667753235	1.154309377	-0.578487231	0.562935216	0.722172931	0.822326708	0.501519808	-0.713405004	0.185986607	1987	0.085976272	FALSE		FALSE
a4-15-1_05930	1123228	1124757	inference=ab initio prediction:Prodigal:2.6.3	155.8668975	194.1054088	176.0269501	193.4403051	172.0612336	128.161285	1917.719962	-0.092240274	0.161946071	-0.569574014	0.568966657	0.726004471	175.3330855	164.5542746	-0.091534756	0.185646832	1988	0.085757759	FALSE		FALSE
a4-15-1_05320	987666	987758	inference=ab initio prediction:Prodigal:2.6.3	0	1.225852993	1.21831184	0	1.50248663	0	3.542370055	-0.942016519	1.659948195	-0.567497541	0.570376197	0.72606184	0.814721611	0.500828877	-0.701989429	0.185586017	1989	0.085539356	FALSE		FALSE
a4-15-1_02465	445634	446929	COG4487	266.9769946	176.9002348	283.1700777	334.4796314	215.5268378	247.6076268	3952.689363	0.134025839	0.222907092	0.601263235	0.547664672	0.709001346	242.3491024	265.8713653	0.133641666	0.184923118	1990	0.085321062	FALSE		TRUE
a4-15-1_00385	77612	78808	thiI	202.2181497	239.2471787	261.6286509	290.4214026	169.6153014	182.0580196	2513.482256	-0.131039645	0.184336703	-0.710871158	0.47716408	0.652691331	234.3646598	214.0315745	-0.130931398	0.184216365	1991	0.085102879	FALSE		FALSE
a4-15-1_01435	286256	286828	inference=ab initio prediction:Prodigal:2.6.3	0.567788674	3.581287802	3.163783627	5.785617589	1.707013605	2.127935767	17.51552283	0.357679644	0.547423438	0.653387522	0.513506481	0.680452393	2.437620034	3.206855654	0.395686155	0.182996623	1992	0.084884805	FALSE		TRUE
a4-15-1_00755	154056	154685	HipB	1482.117702	1354.660956	1086.809581	911.0789671	1333.213624	1402.819085	12691.61168	-0.105315932	0.188473772	-0.558782958	0.576309854	0.73081895	1307.862746	1215.703892	-0.105419269	0.182036479	1993	0.08466684	FALSE		FALSE
a4-15-1_12245	32574	32831	inference=ab initio prediction:Prodigal:2.6.3	36.56955193	30.04765244	35.57187245	36.7760207	30.870859	39.09688326	151.3087953	0.073956173	0.216135134	0.342175616	0.732218735	0.84431218	34.06302561	35.58125432	0.062910783	0.181821141	1994	0.084448985	FALSE		TRUE
a4-15-1_01310	262421	263329	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_006780683.1"	14.85338919	12.6671476	19.3200937	17.85791741	14.60337665	10.12126184	136.3506315	-0.140059797	0.28446659	-0.492359391	0.622465301	0.763317419	15.6135435	14.1941853	-0.137497949	0.181506922	1995	0.084231239	FALSE		FALSE
a4-15-1_05265	974307	974924	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF01381,similar to AA sequence:Refseq:WP_035393372.1"	34.21891451	25.45727721	41.43443083	38.66020565	29.16720404	24.39331839	231.8132191	-0.131946773	0.211205191	-0.624732625	0.532146557	0.696371537	33.70354085	30.74024269	-0.132771612	0.180744641	1996	0.084013602	FALSE		FALSE
a4-15-1_01240	245577	246713	GGDEF	45.21036044	46.62446147	42.05265301	50.77351874	35.3936692	41.04328207	611.6391792	-0.0701542	0.132516196	-0.529400949	0.59652734	0.746276698	44.62915831	42.40349	-0.073803588	0.180534305	1997	0.083796074	FALSE		FALSE
a4-15-1_09215	1773512	1773778	"RP-S15, MRPS15, rpsO"	20413.74448	17302.185	19532.67355	15109.38355	20742.5032	26063.78106	43602.5474	0.113070599	0.286130329	0.395171667	0.692716201	0.815956627	19082.86768	20638.55594	0.113064042	0.179485347	1998	0.083578655	FALSE		TRUE
a4-15-1_11305	2200958	2201251	"inference=ab initio prediction:Prodigal:2.6.3,similar to AA sequence:Refseq:WP_090264028.1"	0	1.163309473	0.770768715	0.777658663	1.425829148	0.37702758	3.689212027	0.246362664	1.029533214	0.239295498	0.810876456	0.895034617	0.644692729	0.860171797	0.416013117	0.178631495	1999	0.083361345	FALSE		TRUE
a4-15-1_06225	1185126	1186409	gmhB	150.0023387	177.044105	161.0420382	137.8200114	149.6343285	179.8227758	2196.028758	-0.063111995	0.167218436	-0.377422466	0.705859674	0.826288475	162.6961606	155.7590386	-0.062864321	0.178517828	2000	0.083144143	FALSE		FALSE
a4-15-1_08330	1592750	1593343	K07074	224.8371459	221.675083	244.9175984	294.4498481	157.8445676	178.5853971	1063.01333	-0.1317857	0.240368975	-0.548264187	0.583510515	0.73647254	230.4766091	210.2932709	-0.132217654	0.177764333	2001	0.08292705	FALSE		FALSE
a4-15-1_02225	402404	403258	K07090	19.97719624	14.26720835	16.16721186	14.30619076	22.38968672	17.76130629	206.8917479	0.114144548	0.235236975	0.485232169	0.627511665	0.766051894	16.80387215	18.15239459	0.111366161	0.177748206	2002	0.082710066	FALSE		TRUE
a4-15-1_05000	929284	930369	XerC	2.246843303	0.419905445	2.086611439	1.473684648	1.415325803	1.020682399	22.36179455	-0.257158287	0.510424387	-0.503812697	0.614393005	0.759441863	1.584453396	1.30323095	-0.281892454	0.177641511	2003	0.08249319	FALSE		FALSE
a4-15-1_04360	813866	815755	licR	2.754225695	3.619185028	3.776766704	3.145197257	3.474798443	3.049734204	43.39604296	-0.081192203	0.319102535	-0.254439228	0.799156249	0.888482361	3.383392476	3.223243301	-0.069957449	0.177299219	2004	0.082276422	FALSE		FALSE
a4-15-1_01340	268519	270132	nrdD	173.8588972	207.8777809	195.4371469	197.7507924	183.6245323	179.9360622	2514.016361	-0.040979111	0.109414511	-0.374530863	0.708009399	0.827094596	192.391275	187.1037956	-0.040204548	0.177275599	2005	0.082059762	FALSE		FALSE
a4-15-1_02945	543234	543530	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:Pfam:PF02604,similar to AA sequence:Refseq:WP_092970274.1"	1129.389025	1355.768646	1122.348247	1350.235382	1027.048259	1050.612107	4572.375059	-0.073695902	0.231675316	-0.31809993	0.750409137	0.855163627	1202.501973	1142.631916	-0.073678528	0.175728533	2006	0.08184321	FALSE		FALSE
a4-15-1_00620	126045	127211	K10907	597.1589664	554.0004681	501.4652963	465.4916819	736.2532104	567.1483413	4541.448969	0.098031099	0.185630744	0.528097322	0.59743179	0.746635282	550.8749103	589.6310779	0.098087811	0.175671142	2007	0.081626766	FALSE		TRUE
a4-15-1_05565	1042408	1043115	HipB	60.19762887	83.40994647	83.69699094	71.36665811	81.31253912	87.20520124	342.827524	0.074750813	0.2049652	0.364700021	0.715335343	0.832434051	75.76818876	79.96146616	0.077712665	0.175648035	2008	0.08141043	FALSE		TRUE
a4-15-1_04570	850349	851245	"mnhB, mrpB"	49.87140486	47.91486265	37.26241397	27.40011374	67.13954467	58.07990081	271.4153786	0.176114271	0.264059119	0.666950157	0.504803971	0.675584288	45.01622716	50.87318641	0.176460311	0.175646613	2009	0.081194202	FALSE		TRUE
a4-15-1_04755	886015	886455	"inference=ab initio prediction:Prodigal:2.6.3,protein motif:TIGRFAMs:TIGR00022,protein motif:Pfam:PF04074,similar to AA sequence:Refseq:WP_110324336.1"	646.2593863	769.5938448	688.5533855	553.9521873	789.2756464	916.6797233	1711.3286	0.102554443	0.175604659	0.58400753	0.559215246	0.718700771	701.4688722	753.302519	0.102850268	0.175088719	2010	0.080978081	FALSE		TRUE
a4-15-1_00115	21603	22790	"E4.3.1.17, sdaA, sdaB, tdcG"	150.4847889	142.9852267	155.6485672	126.247778	159.4912322	148.9144691	1145.708858	-0.047912491	0.112791887	-0.424786677	0.670992191	0.799722575	149.7061943	144.8844931	-0.047230724	0.174489807	2011	0.080762068	FALSE		FALSE
a4-15-1_05915	1120267	1120929	LmbE	512.0593165	625.2183077	650.0823775	577.4414669	660.2986829	616.9263056	2688.320899	0.052230556	0.11449331	0.456188716	0.648254279	0.782841265	595.7866672	618.2221518	0.05332951	0.174398066	2012	0.080546162	FALSE		TRUE
a4-15-1_02355	426374	427348	yrbG	184.19414	148.9656557	107.2601744	108.8052145	218.6973308	166.326007	1295.21122	0.165529992	0.244392844	0.677311124	0.498208574	0.670473343	146.8066567	164.6095174	0.165130366	0.174068348	2013	0.080330364	FALSE		TRUE
